id,name,shop_name,bean_url,origin,region,altitude_meters,botanic_variety,farm_producer,processing_method,sca,flavor,recipe_ratio,recipe_in_grams,recipe_out_grams,recipe_time_seconds,recipe_temperature_c,notes,created_at,in_green_container,in_grey_container,user_id,shop_id,updated_at
0019b7d7-9ea3-4569-91b0-b8cd4e1d45d2,Yurumí,Hidden,https://hiddencoffeeroasters.com/producto/yurumi-nicaragua/,Nicaragua,Nueva Segovia,1500,"Catimor, Catuaí, Caturra",varios productores,Lavado,86,"Crema de cacao, ciruela y nueces. Acidez málica y cítrica y cuerpo cremoso.",1:2.02,18.5,37.5,29-30,94,Grind setting for IMS basket: 6,2025-06-20 07:09:22.879344+00,,,0f48d0d5-877b-447c-b6d6-9dbaf3df1569,5,2025-10-31 10:19:07.884+00
00a08a9f-4b10-470f-bd08-a58431f0cad0,Fulu Aha,Tramuntana,https://mareterracoffee.com/es/cafe-verde/fulu-aha_pro3895/,Ruanda,Kizi Rift,1624,Red Bourbon,Emmanuel Rusatira,Fermentación Aeróbica,85,"Frutos rojos, especiado y vinoso.",2.00,18,36,29,93,"Roast date 17/7

Grind setting IMS: 9.3",2025-07-28 17:52:28.070614+00,false,false,0f48d0d5-877b-447c-b6d6-9dbaf3df1569,9,2025-08-13 14:34:46.104+00
155bb81a-3340-4f91-99b4-c095194a76d5,Sitio Amoreira,Ineffable,https://ineffablecoffee.com/products/sitio-amoreira,Brasil,Sul de Minas,1150,Yellow Catuai,Mauricio Scalco,Natural,85,Perfil de sabor clásico. Notas dulces y afrutadas de pera y vainilla. Base de chocolate y praliné y fondo de caramelo. Final prolongado y acidez leve.,,,,,,,2026-03-18 09:32:53.618571+00,false,false,0f48d0d5-877b-447c-b6d6-9dbaf3df1569,6,2026-03-18 09:32:53.392+00
16665b44-4461-4d62-95d4-773b6a847326,Spiralogy,Astro,https://astrocafe.es/tienda/cafe/specialty/spiralogy-indonesia-semilavado/,Indonesia,"Java, Puntang",1200 - 1500,"Typica, Line S, Catimor",Klasik Beans,Semi-lavado,86.5,"Miel de azahar, té, cacao y vainilla. Sabor dulce con notas de té, vainilla, lemon grass, miel y flor.",1:2.16,18.5,40,26,93,Last used grind setting: 8.,2025-06-20 07:09:22.879344+00,,,0f48d0d5-877b-447c-b6d6-9dbaf3df1569,4,
18920f88-8580-419a-8757-4984f37dc4bd,Dimeti,Hidden,https://hiddencoffeeroasters.com/producto/dimeti-ethiopia/,Etiopía,Jima,2000,Heirloom,Pequeños Productores,Natural,85.5,"Notas a chocolate negro, fresa y naranja. Perfil exótico y sabor afrutado con cuerpo cremoso y acidez málica, cítrica.",,18,37,29,93,Grind setting for IMS basket: 13,2025-12-29 09:16:18.187431+00,false,false,0f48d0d5-877b-447c-b6d6-9dbaf3df1569,5,2026-01-01 11:51:53.205+00
1b70a3a4-2242-4363-96b1-0f729ea85b85,Ruanda Women's Crown,Nomad,https://nomadcoffee.es/products/womens-crown,Ruanda,,1800 - 2100,Red Bourbon,Gasharu Coffee,Lavado Experimental,,"Flor de saúco, miel y nispero. Acidez equilibrada y cuerpo sedoso. Dulce, floral y persistente.",1:2.33,16.5,38.5,26,,,2025-06-20 07:09:22.879344+00,,,0f48d0d5-877b-447c-b6d6-9dbaf3df1569,7,
1ec41a8b-42e9-4dfe-98f9-da2f3a4053dc,Jaguar (DESCAFEINADO),Hidden,https://hiddencoffeeroasters.com/producto/jaguar-mexico/,México,Chiapas,1300,"Típica, Bourbon, Catimor, Garnica",varios productores,Swiss water,83,"Vainilla, canela y azúcar de caña. Acidez media láctica y una textura en boca cremosa.",1:2.11,18,38,28,93,,2025-06-20 07:09:22.879344+00,false,false,0f48d0d5-877b-447c-b6d6-9dbaf3df1569,5,
2ba8e483-a230-403e-a43e-2de73e5d2697,Magnetron,Astro,https://astrocafe.es/tienda/cafe/origin/magnetron/,Brasil,Minas Gerais,1200,Catuai y Mundo Novo,Varias,Natural,81,"Chocolate con avellanas y naranja. Sabor intenso de cacao amargo, nuez, piñones, garrapiñada y notas de naranja.",1:2,19,38,26,93,Last grind setting: 15,2025-06-20 07:09:22.879344+00,false,false,0f48d0d5-877b-447c-b6d6-9dbaf3df1569,4,
2eab526e-7ed1-4614-b11b-0dd1ceccabcf,Las Brisas,Nomad,https://nomadcoffee.es/products/las-brisas,El Salvador,Juayúa,1250 - 1400,Mix de híbridos,Las Brisas,Honey,,"Notas de chocolate con leche, nuez de California y azúcar moreno. Ofrece una experiencia cálida y reconfortante. A medida que se enfría, emergen sabores de galleta maría, dátiles y un toque de almendra y pasas.",,18,38,29,,Grind setting for IMS basket: 10,2026-01-08 11:09:35.389636+00,false,false,0f48d0d5-877b-447c-b6d6-9dbaf3df1569,7,2026-02-06 12:19:27.628+00
347f7122-0078-4c70-8c63-087b5d8a0c70,Nebulous,Astro,https://astrocafe.es/tienda/cafe/specialty/nebulous-indonesia-natural/,Indonesia,"Sumatra, Gayo",1100,"Typica, Red Bourbon, Tim Tim",Adena Coffee,Natural,86,"Intenso a especias, cereza y cacao. Intenso con notas de fruta madura, piña, pomelo rosa y mora.",1:2,19,38,20,92,Last grind setting: 12,2025-06-20 07:09:22.879344+00,false,false,0f48d0d5-877b-447c-b6d6-9dbaf3df1569,4,
37d9f8e5-f613-4adc-a7a8-3b1d2375f38a,Surazo,Tornado,https://www.tornadocafe.es/producto/cafe-peru-surazo/,Perú,"Rodríguez de Mendoza, Amazonas",1520 - 1820,"Caturra, Catimor",Cooperativa Valle Verde,Lavado,87,"Cuerpo limpio, con notas a caramelo, chocolate y frutas de hueso. Es un café con una dulzor muy agradable, de retrogusto en boca muy prolongado y elegante.",,,,,,Grind setting IMS basket: 11,2025-11-14 13:30:46.897828+00,false,false,0f48d0d5-877b-447c-b6d6-9dbaf3df1569,40,2025-12-06 12:44:24.038+00
3e55a3b1-4d61-45a5-886e-db350879d63b,Ranitas,Hidden,https://hiddencoffeeroasters.com/producto/ranitas-espresso-salvador/,El Salvador,Apaneca - llamatepec,1500,Bourbon,San Francisco,Honey,87.75,"Notas a vino tinto, grosella y turrón de almendras. Acidez vinosa y cuerpo cremoso.",1:2.33,18,42,30,93.5,,2025-06-20 07:09:22.879344+00,,,0f48d0d5-877b-447c-b6d6-9dbaf3df1569,5,
42ff4186-d4fc-47d2-b9a1-197eb765e439,Astrolabe,Astro,https://astrocafe.es/tienda/cafe/specialty/astrolabe-costa-rica-lavado/,Costa Rica,Turrialba,1200 - 1400,Caturra,Aquiares Estate,Lavado,84,"Acidez media con sabor balanceado con notas de cacao, toques florales y especias.",1:2.22,18,40,24,93.5,,2025-06-20 07:09:22.879344+00,,,0f48d0d5-877b-447c-b6d6-9dbaf3df1569,4,
492a503b-4279-4c30-b544-c3eb2813f31f,Guanacaste 120h,Ineffable,https://ineffablecoffee.com/producto/guanacaste-120h-el-salvador-natural-anaerobico/,El Salvador,Santa Ana,1000,Catimor,Rodolfo Ruffatti,Natural Anaeróbico,86,"Chocolate, frambuesa, pasas",1:2,18,36,26 - 31,94,,2025-06-20 07:09:22.879344+00,,,0f48d0d5-877b-447c-b6d6-9dbaf3df1569,6,
49b41a0e-a325-43dc-a1a0-15f66ac9f057,Nyoka,Hidden,https://hiddencoffeeroasters.com/producto/opita-colombia/,Kenia,Nyeri,2200,"Batián, K7, Ruiru 11, SL28, SL34",Cooperativa Local,Lavado,85,"Notas a melocotón, mora y azúcar de caña. Perfil exótico medio y aroma floral. Acidez cítrica media, en taza destaca su limpieza y cremosidad.",,19,42,26,93,"Roast date: 25/8/25

Last grind setting for IMS filter basket: 11",2025-08-29 11:37:41.930748+00,false,false,0f48d0d5-877b-447c-b6d6-9dbaf3df1569,5,2025-09-02 08:00:41.29+00
4e4d511c-d8d3-4808-8b1d-0cb8181da78c,Tucán,Hidden,https://hiddencoffeeroasters.com/producto/tucan-colombia-espresso/,Colombia,Huila,1800,Cenicafé 1,Hertson Bernal,Fermentación por sleeping bag,88,"Sabor vinoso, acidez compleja (málica, láctica) que aporta notas a sandía, ruibarbo y nibs de cacao.",,18.5,40,29,93.5,Grind setting for IMS basket: 8.5,2025-12-29 09:21:32.646277+00,false,false,0f48d0d5-877b-447c-b6d6-9dbaf3df1569,5,2026-01-03 11:40:09.553+00
5070b642-340d-44d7-a00f-de626f0700ef,Cóndor,Hidden,https://hiddencoffeeroasters.com/producto/opita-colombia/,Colombia,Huila,1500,"Castillo, Caturra",Cooperativa Coocentral,Lavado,85.5,"Notas a chocolate con leche, caramelo y frutos amarillos. Acidez equilibrada y cuerpo jugoso.",1:1.94,18,35,27,93,"Roast date 26/8/25

Last grind setting IMS basket: 8",2025-06-20 07:09:22.879344+00,,false,0f48d0d5-877b-447c-b6d6-9dbaf3df1569,5,2025-09-02 12:19:41.057+00
56894a98-99eb-425e-b30c-6845b90ff30e,Tomas Ganamo,Nomad,https://nomadcoffee.es/products/tomas-ganamo,Etiopía,,2090 - 2200,"JARC 74112, JARC 74158",Tomas Ganamo,Natural,,"Crema de cacao, níspero, arándanos. Elegante y afrutado con una acidez jugosa y un retrogusto dulce que evoca granadilla y flores azules.",1:2.30,16.5,38,26,,,2025-06-20 07:09:22.879344+00,,,0f48d0d5-877b-447c-b6d6-9dbaf3df1569,7,
5af69386-a2b0-4f90-8bb8-0ace76624923,WANF,Hidden,https://hiddencoffeeroasters.com/producto/hidden-x-wanf/,Brasil,Cerrado Mineiro,1150,"Bourbon, Catuaí Amarillo",Daterra Coffee,Natural,87,"Albaricoque, Avellana y Vainilla. Café limpio y de cuerpo cremoso con una tazza llena de sabores afrutados como melocotón y orejón, balanceados con unas notas dulces como vainilla y mazapán.",,18,38.5,28,,"Roast date: 25/8/25 
Grind setting IMS basket: 10",2025-08-29 11:44:38.888061+00,false,false,0f48d0d5-877b-447c-b6d6-9dbaf3df1569,5,
5d48db4a-64c8-4ae7-92ac-363cfc17a250,Suertudo,Tornado,https://www.tornadocafe.es/producto/cafe-suertudo-colombia/,Colombia,Suertudo,1600-1800,"Castillo, Colombia",La Helena de Sara Gutiérrez,Lavado,85,"Cuerpo sedoso y bien balanceado, acompañado de un perfil aromático floral y matices gustativos de miel y chocolate.",,18,36.5,28,93,Grind setting for IMS basket: 10.5,2025-11-14 13:28:32.039318+00,false,false,0f48d0d5-877b-447c-b6d6-9dbaf3df1569,40,2025-12-20 11:19:50.761+00
6078b539-1cfa-41cb-bedd-b1670fd89843,Maricela Joven,Right Side,https://www.rightsidecoffee.com/products/maricela-joven-espresso,Colombia,"Guadalupe, Dpto. de Huila",,Bourbon,,Lavado,,"Notas a moras, mantequilla y dulzor de chocolate con leche.",2.10,20,42,30,94,"Roast date: 29/7

Last used grind setting IMS filter: 12.1",2025-07-25 17:56:08.55101+00,false,false,0f48d0d5-877b-447c-b6d6-9dbaf3df1569,8,2025-09-02 07:52:33.414+00
6ff52dd2-f146-43ed-a113-8a790bd9a115,Rocket Blend,Astro,https://astrocafe.es/tienda/cafe/blend/rocket-blend/,Colombia / Brasil,Antioquia / Cerrado Mineiro,2050 / 920,Castillo / Catuaí y Vermelho,,Lavado / Natural,84 / 82.25,"Fruta madura y cacao. Balanceado. Notas de cacao amargo, chocolate, fruta y panela.",1:2.11,18,38,27,94,,2025-06-20 07:09:22.879344+00,,,0f48d0d5-877b-447c-b6d6-9dbaf3df1569,4,
717b2886-a025-4560-9725-64c64cfd4a5a,Meteoroid,Astro,https://astrocafe.es/tienda/cafe/specialty/meteoroid-nicaragua-lavado/,Nicaragua,Nueva Segovia,1200 - 1500,Java,Buenos Aires,Lavado,86,"Té rojo, penela, cacao y uva blanca. Acidez media con sabor dulce intenso a cacao, panela, granola y mosto de uva blanca.",1:2.22,18,40,24,92,,2025-06-20 07:09:22.879344+00,,,0f48d0d5-877b-447c-b6d6-9dbaf3df1569,4,
791a832b-e5bc-4921-9cf2-1564caae55d4,No. 07 | El Salvador - Lavado - Bourbon,Sinaz,https://sinaz.coffee/no-07-el-salvador-lavado-bourbon/,El Salvador,Juayúa,1600,Bourbon,San Francisco,Lavado,87.5,"Almendra, Caramelo Claro, Chocolate Negro, Ciruela Roja, Fruto Sobre Maduro, Mora y Rosa",,18,36,29,93,Grind setting for IMS filter basket: 10,2026-01-26 14:07:30.053355+00,false,false,0f48d0d5-877b-447c-b6d6-9dbaf3df1569,45,2026-02-24 16:11:51.461+00
87150086-77b8-4a35-81dc-ba68f47da3d0,Parainema,Nomad,https://nomadcoffee.es/products/parainema,El Salvador,Juayúa,1250 - 1400,Parainema,Las Brisas,Natural,,"Perfil muy dulce y equilibrado con notas de higo, chocolate con leche y cereza. A medida que se desarrolla la taza, aparecen matices especiados, azúcar moreno, melaza y nuez de macadamia, aportando profundidad y una sensación envolvente. Cuerpo denso y acidez suave y dulce.",,19,40.5,26,,Grind setting IMS basket: 10,2026-01-08 11:13:57.300856+00,false,false,0f48d0d5-877b-447c-b6d6-9dbaf3df1569,7,2026-02-15 12:54:23.697+00
90811ffc-f4ca-4de7-8fee-bae28eb18f3f,Ruanda Inzovu,Nomad,https://nomadcoffee.es/products/inzovu-espresso,Ruanda,,1400 - 1600,Red Bourbon,Rwanda Trading Company,Natural,,"Ciruela roja, chocolate 70%, miel y un fondo de anacardos, panela y cacao en polvo. Esctructura compleja y cuerpo envolvente.",1:2.35,17,40,33,,,2025-06-20 07:09:22.879344+00,,,0f48d0d5-877b-447c-b6d6-9dbaf3df1569,7,
90cbce59-bd48-4eea-bbb0-7a7478682a08,Delfín Rosado,Hidden,https://hiddencoffeeroasters.com/producto/delfin-rosado-colombia/,Colombia,Quindío,2000,Pink Bourbon,Diofanor Ruiz,Lavado,88,"Afrutado batido de fresa, miel de limón & plátano. Acidez melosa y málica junto con un cuerpo cremoso.",2.14,18,38.5,28,,Last grind setting used: - 6.8 for IMS filter,2025-07-09 16:06:26.216338+00,false,false,0f48d0d5-877b-447c-b6d6-9dbaf3df1569,5,2025-08-13 14:10:39.922+00
92bbd040-43b1-42e0-a77e-c678e405d317,Haboob,Tornado,https://www.tornadocafe.es/producto/cafe-haboob-burundi/,Burundi,"Bugesera, Kirundu",1650,Red Bourbon,Gasura Washing Station,Lavado,88.5,"Cuerpo medio, suave y jugoso, con una dulzura pronunciada que realza su carácter refinado. Su aroma floral se entrelaza con delicadas notas a té blanco, melocotón y manzana, ofreciendo una taza elegante, fresca y equilibrada.",,18,40,33,93,Grind setting IMS basket: 10.5,2025-11-14 13:25:58.211261+00,false,false,0f48d0d5-877b-447c-b6d6-9dbaf3df1569,40,2025-12-11 10:29:06.108+00
97f0b0df-285f-4f44-8df3-0a8bef218220,Guacamaya,Hidden,https://hiddencoffeeroasters.com/producto/guacamaya-espresso-costa-rica/,Colombia,Dota,1600,Caturra,La Pachuca,Natural,87,"Mermelada de naranja, red velvet y chocolate 80%. Acidez melosa y cuerpo cremoso.",1:2.25,18,40.5,28,,,2025-06-20 07:09:22.879344+00,,,0f48d0d5-877b-447c-b6d6-9dbaf3df1569,5,2025-09-09 10:53:18.095+00
a52dc248-f202-4af8-92c4-64b1cc52eb76,Providencia de Geshua,Ineffable,https://ineffablecoffee.com/products/providencia-de-geshua,Colombia,Huila,1750,Caturra,,Lavado,85,"Notas dulces de galleta, vainilla y chocolate. Base de miel y cacao y fondo de chocolate. Final duradero con acidez suave y cuerpo cremoso.",,,,,,Grind setting for IMS filter basket: 10,2026-03-18 09:45:46.978596+00,false,false,0f48d0d5-877b-447c-b6d6-9dbaf3df1569,6,2026-03-18 09:45:46.848+00
a88683ae-da54-478c-acd6-dc4625cd2b91,Bochesa,Nomad,https://nomadcoffee.es/products/bochesa,Etiopía,"Sidama, Arbegona Wereda",2000 - 2100,"74110, 74112",Bochesa,Lavado,,"Jugosidad y frescura, combinando notas dulces de nectarina y mandarina con una base melosa. Matices de cacao en polvo, melocotón y un toque de piña aportan complejidad. Retrogusto floral redondea una taza limpia, vibrante y delicadamente floral.",,19,41,27,,Grind setting for IMS basket: 15,2026-01-08 11:18:20.498643+00,false,false,0f48d0d5-877b-447c-b6d6-9dbaf3df1569,7,2026-01-29 09:08:26.285+00
aa784dc7-3eff-4c93-a9b6-f3f8b88a4bbf,Gargari Gutiti,Ineffable,https://ineffablecoffee.com/products/gargari-gutiti,Etiopía,Yirgacheffe,1983,74110,,Natural,88,Sabor dulce y floral con notas de vainilla y frutos del bosque. Base de mermelada de arándanos y fondo de sirope de arce con fruta madura. Final afrutado y floral con acidez melosa y cuerpo cremoso.,,,,,,,2025-11-28 10:37:14.944174+00,false,false,0f48d0d5-877b-447c-b6d6-9dbaf3df1569,6,2025-11-28 10:37:14.828+00
af465c27-ae36-474c-91c3-bb3eb0919da0,Rodolfo Ruffatti,Ineffable,https://ineffablecoffee.com/producto/rodolfo-ruffatti-el-salvador-natural/,El Salvador,Apaneca-llamatepec,1450 - 1640,Red Bourbon,Rodolfo Ruffatti,Natural,88,"Cola, azahar, lúpulo",1:2,18,36,26-31,94,,2025-06-20 07:09:22.879344+00,,,0f48d0d5-877b-447c-b6d6-9dbaf3df1569,6,
b74800b9-b9b0-4410-b681-8204697049ff,Puma,Hidden,https://hiddencoffeeroasters.com/producto/puma-el-salvador/,El Salvador,Apaneca - llamatepec,1200,Catuaí,San Felipe,Natural,86.25,"Ciruela pasa, crema de avellanas y chocolate negro. Acidez tartárica pronunciada y cuerpo cremoso.",1:2.27,18.5,42,33,93.5,Grind setting IMS basket: 8,2025-06-20 07:09:22.879344+00,,,0f48d0d5-877b-447c-b6d6-9dbaf3df1569,5,2025-11-10 09:57:30.035+00
c39fe378-45f2-4890-b6a1-fb0e83c44191,Churupallana,Nomad,https://nomadcoffee.es/products/churupallana,Perú,,1800 - 2000,Mix,Cultivar,Lavado,,"Chocolate 72%, manzana golden, avellanas. Notas achocolatadas y afrutadas. Acidez suave y cuerpo ligeramente untuoso.",1:2.47,16,39.5,26,,,2025-06-20 07:09:22.879344+00,,,0f48d0d5-877b-447c-b6d6-9dbaf3df1569,7,
ce78ec67-0b28-4ef7-b29d-ba21b4dd568b,No. 03 | Guatemala - Natural - Geisha,Sinaz,https://sinaz.coffee/03-cafe-especialidad-guatemala-geisha/,Guatemala,Atitlán,1650,Geisha,Alex Herrera,Natural (sleeping bag),87.5,"Alemndra, caramelo, cacao, cereza y frambuesa",,,,,,Grind setting for IMS filter basket: 10,2026-01-26 14:04:10.957381+00,false,false,0f48d0d5-877b-447c-b6d6-9dbaf3df1569,45,2026-02-24 16:12:09.39+00
d8232874-0673-4343-afc7-564bf956882b,Arturo Paz Maracaturra,Right Side,https://www.rightsidecoffee.com/products/maricela-joven-espresso,Honduras,Santa Bárbara,,Maracaturra,Arturo Paz,Lavado,,"Aromas a frutos del bosque, cacao y vainilla. Buen cuerpo y textura. Notas a yogurt de frutos del bosque, orejones, chocolate y miel. Final agradable a almendra.",2.15,20,43,29,94,"Roast date: 29/7

Last used grind setting IMS filter: 16.1",2025-07-25 18:00:14.251307+00,false,false,0f48d0d5-877b-447c-b6d6-9dbaf3df1569,8,2025-08-21 11:46:50.232+00
e8aa8be3-f683-487d-b6b8-9347922c9002,Romario Umaña,Ineffable,https://ineffablecoffee.com/products/romario-umana,Costa Rica,Tarrazú,1900,Red Catuaí,Romario Umaña,Natural,88,Perfil de sabor dulce y afrutado con notas de ciruela y plátano. Base de cola y chocolate blanco con fondo de cacao y fruta madura. Final duradero con acidez vinosa y cuerpo sedoso.,,,,,,,2026-03-18 09:35:33.290338+00,false,false,0f48d0d5-877b-447c-b6d6-9dbaf3df1569,6,2026-03-18 09:35:33.16+00
f88b4194-0441-4ada-afd7-f7cb41960f98,Jibi,Hidden,https://hiddencoffeeroasters.com/producto/jibi-etiopia/,Etiopía,Yirgacheffe,2000,Heirloom,Berhan Salomon,Natural,87.25,"Afrutado con notas a paraguayo, cereza y caramelo. Acidez tartárica y cuerpo cremoso.",1:2.3,18,41,29,93,"Last grind settings:
- for normcore filter 9.8
- for IMS filter 10.1

(More classic taste)",2025-07-09 16:16:18.632606+00,false,false,0f48d0d5-877b-447c-b6d6-9dbaf3df1569,5,
fe840cb1-77dd-4dd5-943a-e35a2b8e53e0,Oryx,Hidden,https://hiddencoffeeroasters.com/producto/oryx-etiopia/,Etiopía,Sidama,2100,"Heirloom ",Daye Bensa,Lavado,86.25,"Notas a caramelo, albaricoque y jazmín. Acidez cítrica y balanceada, cuerpo mantequilloso equilibrado. Balanceada entre chocolate y fruta.",,18.5,40,27,93,"
Grind setting IMS basket: 11",2025-10-01 12:27:14.762019+00,false,false,0f48d0d5-877b-447c-b6d6-9dbaf3df1569,5,
fe943a92-7814-47f4-ad47-283426ef133b,Las Brisas,Ineffable,https://ineffablecoffee.com/producto/las-brisas-guatemala-lavado/,Guatemala,Fraijanes,1600 - 1700,"Pache, Catuaí",Marvin Carias,Lavado,85,"Yema tostada, avellana, chocolate.",1:2,18,36,26-31,94,,2025-06-20 07:09:22.879344+00,,,0f48d0d5-877b-447c-b6d6-9dbaf3df1569,6,